timestamp,gmtoffset,datetime,open,high,low,close,volume
1704067200,0,2024-01-01 00:00:00,,,,,
1704067500,0,2024-01-01 00:05:00,,,,,
1704067800,0,2024-01-01 00:10:00,,,,,
1704068100,0,2024-01-01 00:15:00,,,,,
1704068400,0,2024-01-01 00:20:00,,,,,
1704068700,0,2024-01-01 00:25:00,,,,,
1704069000,0,2024-01-01 00:30:00,,,,,
1704069300,0,2024-01-01 00:35:00,,,,,
1704069600,0,2024-01-01 00:40:00,,,,,
1704069900,0,2024-01-01 00:45:00,,,,,
1704070200,0,2024-01-01 00:50:00,,,,,
1704070500,0,2024-01-01 00:55:00,,,,,
1704070800,0,2024-01-01 01:00:00,,,,,
1704071100,0,2024-01-01 01:05:00,,,,,
1704071400,0,2024-01-01 01:10:00,,,,,
1704071700,0,2024-01-01 01:15:00,,,,,
1704072000,0,2024-01-01 01:20:00,,,,,
1704072300,0,2024-01-01 01:25:00,,,,,
1704072600,0,2024-01-01 01:30:00,,,,,
1704072900,0,2024-01-01 01:35:00,,,,,
1704073200,0,2024-01-01 01:40:00,,,,,
1704073500,0,2024-01-01 01:45:00,,,,,
1704073800,0,2024-01-01 01:50:00,,,,,
1704074100,0,2024-01-01 01:55:00,,,,,
1704074400,0,2024-01-01 02:00:00,,,,,
1704074700,0,2024-01-01 02:05:00,,,,,
1704075000,0,2024-01-01 02:10:00,,,,,
1704075300,0,2024-01-01 02:15:00,,,,,
1704075600,0,2024-01-01 02:20:00,,,,,
1704075900,0,2024-01-01 02:25:00,,,,,
1704076200,0,2024-01-01 02:30:00,,,,,
1704076500,0,2024-01-01 02:35:00,,,,,
1704076800,0,2024-01-01 02:40:00,,,,,
1704077100,0,2024-01-01 02:45:00,,,,,
1704077400,0,2024-01-01 02:50:00,,,,,
1704077700,0,2024-01-01 02:55:00,,,,,
1704078000,0,2024-01-01 03:00:00,,,,,
1704078300,0,2024-01-01 03:05:00,,,,,
1704078600,0,2024-01-01 03:10:00,,,,,
1704078900,0,2024-01-01 03:15:00,,,,,
1704079200,0,2024-01-01 03:20:00,,,,,
1704079500,0,2024-01-01 03:25:00,,,,,
1704079800,0,2024-01-01 03:30:00,,,,,
1704080100,0,2024-01-01 03:35:00,,,,,
1704080400,0,2024-01-01 03:40:00,,,,,
1704080700,0,2024-01-01 03:45:00,,,,,
1704081000,0,2024-01-01 03:50:00,,,,,
1704081300,0,2024-01-01 03:55:00,,,,,
1704081600,0,2024-01-01 04:00:00,,,,,
1704081900,0,2024-01-01 04:05:00,,,,,
1704082200,0,2024-01-01 04:10:00,,,,,
1704082500,0,2024-01-01 04:15:00,,,,,
1704082800,0,2024-01-01 04:20:00,,,,,
1704083100,0,2024-01-01 04:25:00,,,,,
1704083400,0,2024-01-01 04:30:00,,,,,
1704083700,0,2024-01-01 04:35:00,,,,,
1704084000,0,2024-01-01 04:40:00,,,,,
1704084300,0,2024-01-01 04:45:00,,,,,
1704084600,0,2024-01-01 04:50:00,,,,,
1704084900,0,2024-01-01 04:55:00,,,,,
1704085200,0,2024-01-01 05:00:00,,,,,
1704085500,0,2024-01-01 05:05:00,,,,,
1704085800,0,2024-01-01 05:10:00,,,,,
1704086100,0,2024-01-01 05:15:00,,,,,
1704086400,0,2024-01-01 05:20:00,,,,,
1704086700,0,2024-01-01 05:25:00,,,,,
1704087000,0,2024-01-01 05:30:00,,,,,
1704087300,0,2024-01-01 05:35:00,,,,,
1704087600,0,2024-01-01 05:40:00,,,,,
1704087900,0,2024-01-01 05:45:00,,,,,
1704088200,0,2024-01-01 05:50:00,,,,,
1704088500,0,2024-01-01 05:55:00,,,,,
1704088800,0,2024-01-01 06:00:00,,,,,
1704089100,0,2024-01-01 06:05:00,,,,,
1704089400,0,2024-01-01 06:10:00,,,,,
1704089700,0,2024-01-01 06:15:00,,,,,
1704090000,0,2024-01-01 06:20:00,,,,,
1704090300,0,2024-01-01 06:25:00,,,,,
1704090600,0,2024-01-01 06:30:00,,,,,
1704090900,0,2024-01-01 06:35:00,,,,,
1704091200,0,2024-01-01 06:40:00,,,,,
1704091500,0,2024-01-01 06:45:00,,,,,
1704091800,0,2024-01-01 06:50:00,,,,,
1704092100,0,2024-01-01 06:55:00,,,,,
1704092400,0,2024-01-01 07:00:00,,,,,
1704092700,0,2024-01-01 07:05:00,,,,,
1704093000,0,2024-01-01 07:10:00,,,,,
1704093300,0,2024-01-01 07:15:00,,,,,
1704093600,0,2024-01-01 07:20:00,,,,,
1704093900,0,2024-01-01 07:25:00,,,,,
1704094200,0,2024-01-01 07:30:00,,,,,
1704094500,0,2024-01-01 07:35:00,,,,,
1704094800,0,2024-01-01 07:40:00,,,,,
1704095100,0,2024-01-01 07:45:00,,,,,
1704095400,0,2024-01-01 07:50:00,,,,,
1704095700,0,2024-01-01 07:55:00,,,,,
1704096000,0,2024-01-01 08:00:00,,,,,
1704096300,0,2024-01-01 08:05:00,,,,,
1704096600,0,2024-01-01 08:10:00,,,,,
1704096900,0,2024-01-01 08:15:00,,,,,
1704097200,0,2024-01-01 08:20:00,,,,,
1704097500,0,2024-01-01 08:25:00,,,,,
1704097800,0,2024-01-01 08:30:00,,,,,
1704098100,0,2024-01-01 08:35:00,,,,,
1704098400,0,2024-01-01 08:40:00,,,,,
1704098700,0,2024-01-01 08:45:00,,,,,
1704099000,0,2024-01-01 08:50:00,,,,,
1704099300,0,2024-01-01 08:55:00,,,,,
